person,skill,level
Quinn Garcia 2581,Linux (Intro),Beginner
Quinn Garcia 2581,Azure Advanced,Advanced
Quinn Garcia 2581,Spark Streaming for Finance,Intermediate
Quinn Garcia 2581,Kafka (Practical),Expert
Quinn Garcia 2581,Tableau (Practical),Intermediate
Quinn Garcia 2581,CI/CD (Intro),Intermediate
Nina Wang 2582,Tableau Fundamentals,Expert
Nina Wang 2582,AWS Advanced,Intermediate
Nina Wang 2582,Redshift (Practical),Advanced
Nina Wang 2582,ETL Fundamentals,Advanced
Anu Lopez 2583,Tableau (Intro),Beginner
Anu Lopez 2583,GCP Advanced,Beginner
Anu Lopez 2583,Microservices for Healthcare,Expert
Charlie Allen 2584,CI/CD (Intro),Intermediate
Charlie Allen 2584,Java,Intermediate
Charlie Allen 2584,Cloud Computing (Intro),Intermediate
Charlie Allen 2584,SQL,Expert
Charlie Allen 2584,Pandas (Intro),Intermediate
Hana Young 2585,Scikit-Learn Advanced,Intermediate
Hana Young 2585,Kubernetes for Healthcare,Advanced
Hana Young 2585,Kubernetes Advanced,Expert
Hana Young 2585,Statistics (Intro),Beginner
Hana Young 2585,Kafka - Best Practices,Advanced
Hana Young 2585,REST APIs - Best Practices,Intermediate
Hana Young 2585,MLOps,Beginner
Harper Jackson 2586,GANs (Practical),Expert
Harper Jackson 2586,Reinforcement Learning (Intro),Expert
Harper Jackson 2586,Node.js,Beginner
Harper Jackson 2586,Go Advanced,Intermediate
Harper Jackson 2586,Microservices Advanced,Advanced
Olivia Allen 2587,ETL - Best Practices,Advanced
Olivia Allen 2587,C++ Fundamentals,Beginner
Olivia Allen 2587,NumPy - Best Practices,Advanced
Sam Smith 2588,Deep Learning (Intro),Beginner
Sam Smith 2588,PowerBI (Practical),Expert
Sam Smith 2588,Snowflake (Intro),Beginner
Sam Smith 2588,BigQuery (Practical),Expert
Sam Smith 2588,JavaScript (Intro),Expert
Sam Smith 2588,C++,Expert
Sam Smith 2588,GCP,Beginner
Sofia Thomas 2589,BigQuery Advanced,Beginner
Sofia Thomas 2589,Time Series (Practical),Expert
Sofia Thomas 2589,Azure,Beginner
Sofia Thomas 2589,GCP Fundamentals,Expert
Sofia Thomas 2589,SQL Fundamentals,Beginner
Luca Wang 2590,Spark Streaming Fundamentals,Advanced
Luca Wang 2590,Pandas (Intro),Beginner
Luca Wang 2590,JavaScript for Finance,Intermediate
Riley Garcia 2591,Data Visualization for Healthcare,Advanced
Riley Garcia 2591,Kafka,Expert
Riley Garcia 2591,Microservices (Practical),Expert
Riley Garcia 2591,Hadoop (Practical),Beginner
Jordan Scott 2592,Java (Practical),Intermediate
Jordan Scott 2592,NumPy (Intro),Advanced
Jordan Scott 2592,SQL Advanced,Advanced
Jordan Scott 2592,ETL for Healthcare,Expert
Yuki Clark 2593,GANs Advanced,Advanced
Yuki Clark 2593,Reinforcement Learning Advanced,Intermediate
Yuki Clark 2593,Data Visualization for Finance,Advanced
Yuki Clark 2593,Tableau (Practical),Advanced
Yuki Clark 2593,ETL (Practical),Beginner
Yuki Clark 2593,Java Advanced,Advanced
Yuki Clark 2593,Microservices (Intro),Intermediate
Liam Walker 2594,SQL,Advanced
Liam Walker 2594,GANs (Intro),Intermediate
Liam Walker 2594,NLP (Intro),Expert
Reese Nguyen 2595,Node.js (Practical),Advanced
Reese Nguyen 2595,Pandas for Healthcare,Intermediate
Reese Nguyen 2595,Data Visualization Advanced,Beginner
Reese Nguyen 2595,AWS for Healthcare,Beginner
Reese Nguyen 2595,Node.js (Intro),Advanced
Reese Nguyen 2595,Docker (Intro),Intermediate
Liam Johnson 2596,Time Series - Best Practices,Advanced
Liam Johnson 2596,Statistics (Intro),Intermediate
Liam Johnson 2596,Apache Spark - Best Practices,Beginner
Evan Kumar 2597,Java for Finance,Advanced
Evan Kumar 2597,Scikit-Learn Advanced,Beginner
Evan Kumar 2597,ETL (Practical),Advanced
Jamie Taylor 2598,Machine Learning (Intro),Beginner
Jamie Taylor 2598,Hadoop (Intro),Expert
Jamie Taylor 2598,AWS (Intro),Beginner
Jamie Taylor 2598,PyTorch (Intro),Intermediate
Jamie Taylor 2598,Snowflake (Practical),Advanced
Jamie Taylor 2598,JavaScript Fundamentals,Advanced
Lucas Young 2599,CI/CD,Expert
Lucas Young 2599,React for Finance,Beginner
Lucas Young 2599,Machine Learning (Practical),Expert
Li Allen 2600,Node.js for Healthcare,Intermediate
Li Allen 2600,Computer Vision Advanced,Expert
Li Allen 2600,Docker Advanced,Beginner
Li Allen 2600,Reinforcement Learning for Finance,Intermediate
Sofia Clark 2601,ETL (Practical),Expert
Sofia Clark 2601,Statistics for Finance,Intermediate
Sofia Clark 2601,Reinforcement Learning for Finance,Intermediate
Sofia Clark 2601,Microservices - Best Practices,Intermediate
Sofia Clark 2601,Spark Streaming for Healthcare,Intermediate
Sofia Clark 2601,Azure,Beginner
Emma Garcia 2602,MLOps Advanced,Expert
Emma Garcia 2602,Snowflake,Beginner
Emma Garcia 2602,Docker,Intermediate
Emma Garcia 2602,Snowflake - Best Practices,Advanced
Emma Garcia 2602,Time Series (Intro),Advanced
Emma Garcia 2602,Scikit-Learn Advanced,Intermediate
Avery Thomas 2603,Machine Learning Advanced,Expert
Avery Thomas 2603,Linux - Best Practices,Expert
Avery Thomas 2603,Azure (Intro),Beginner
Avery Thomas 2603,Java Advanced,Expert
Lucas Clark 2604,NLP - Best Practices,Beginner
Lucas Clark 2604,Statistics (Intro),Advanced
Lucas Clark 2604,NumPy Fundamentals,Advanced
Lucas Clark 2604,GANs for Healthcare,Beginner
Lucas Clark 2604,Spark Streaming,Expert
Lucas Clark 2604,Tableau Fundamentals,Intermediate
Zoe Lewis 2605,GANs Advanced,Intermediate
Zoe Lewis 2605,GANs (Practical),Beginner
Zoe Lewis 2605,MLOps,Beginner
Zoe Lewis 2605,Snowflake for Healthcare,Expert
Zoe Lewis 2605,JavaScript Fundamentals,Intermediate
Zoe Lewis 2605,CI/CD Fundamentals,Advanced
Zoe Lewis 2605,Kafka (Intro),Advanced
Olivia Nguyen 2606,Python for Healthcare,Advanced
Olivia Nguyen 2606,JavaScript (Intro),Expert
Olivia Nguyen 2606,NumPy Advanced,Advanced
Luca Walker 2607,Deep Learning for Finance,Advanced
Luca Walker 2607,Hadoop - Best Practices,Expert
Luca Walker 2607,NLP for Healthcare,Advanced
Emma Brown 2608,JavaScript (Intro),Advanced
Emma Brown 2608,Linux (Intro),Beginner
Emma Brown 2608,Cloud Computing - Best Practices,Beginner
Emma Brown 2608,Node.js Fundamentals,Advanced
Emma Lewis 2609,Go (Intro),Expert
Emma Lewis 2609,GANs for Finance,Intermediate
Emma Lewis 2609,Scala (Practical),Expert
Emma Lewis 2609,Node.js (Intro),Intermediate
Emma Lewis 2609,SQL Fundamentals,Intermediate
Emma Lewis 2609,Probability (Practical),Intermediate
Cameron Scott 2610,Microservices,Expert
Cameron Scott 2610,Kubernetes (Intro),Advanced
Cameron Scott 2610,Snowflake,Intermediate
Cameron Scott 2610,Azure - Best Practices,Beginner
Mateo Clark 2611,Kubernetes for Healthcare,Advanced
Mateo Clark 2611,Scala Fundamentals,Intermediate
Mateo Clark 2611,Data Visualization (Intro),Beginner
Mateo Clark 2611,Time Series,Advanced
Sam Lee 2612,Airflow for Healthcare,Advanced
Sam Lee 2612,MLOps for Finance,Expert
Sam Lee 2612,TensorFlow (Practical),Intermediate
Wei King 2613,Reinforcement Learning Fundamentals,Advanced
Wei King 2613,SQL (Practical),Expert
Wei King 2613,Pandas - Best Practices,Expert
Logan Nguyen 2614,Spark Streaming - Best Practices,Intermediate
Logan Nguyen 2614,Data Visualization Advanced,Intermediate
Logan Nguyen 2614,NumPy Fundamentals,Beginner
Logan Nguyen 2614,GANs for Healthcare,Beginner
Parker Lopez 2615,NumPy Fundamentals,Intermediate
Parker Lopez 2615,REST APIs - Best Practices,Beginner
Parker Lopez 2615,Scala for Healthcare,Expert
Parker Lopez 2615,Python Fundamentals,Advanced
Parker Lopez 2615,Statistics (Intro),Intermediate
Parker Lopez 2615,DBT Fundamentals,Advanced
Parker Lopez 2615,PyTorch for Healthcare,Expert
Jamie Hall 2616,AWS (Practical),Beginner
Jamie Hall 2616,JavaScript (Practical),Expert
Jamie Hall 2616,Node.js (Practical),Advanced
Jamie Hall 2616,C++ - Best Practices,Beginner
Roshni Taylor 2617,CI/CD for Finance,Intermediate
Roshni Taylor 2617,GCP Advanced,Expert
Roshni Taylor 2617,MLOps (Practical),Expert
Roshni Taylor 2617,MLOps Fundamentals,Beginner
Roshni Taylor 2617,Microservices Fundamentals,Beginner
Yuki Lopez 2618,JavaScript (Intro),Expert
Yuki Lopez 2618,BigQuery,Expert
Yuki Lopez 2618,Data Visualization (Practical),Advanced
Yuki Lopez 2618,Apache Spark Fundamentals,Expert
Yuki Lopez 2618,MLOps (Intro),Intermediate
Yuki Lopez 2618,Deep Learning - Best Practices,Intermediate
Isabella King 2619,REST APIs (Intro),Beginner
Isabella King 2619,Computer Vision - Best Practices,Advanced
Isabella King 2619,Python for Healthcare,Beginner
Isabella King 2619,TensorFlow for Finance,Intermediate
Isabella King 2619,Apache Spark for Finance,Beginner
Rowan Patel 2620,React Advanced,Beginner
Rowan Patel 2620,JavaScript (Intro),Advanced
Rowan Patel 2620,Linux Fundamentals,Intermediate
Roshni Taylor 2621,Snowflake for Healthcare,Expert
Roshni Taylor 2621,Azure Advanced,Beginner
Roshni Taylor 2621,PowerBI (Intro),Intermediate
Roshni Taylor 2621,Microservices,Advanced
Roshni Taylor 2621,Scikit-Learn Advanced,Advanced
Roshni Taylor 2621,Airflow Fundamentals,Advanced
Amir Wright 2622,Data Visualization,Intermediate
Amir Wright 2622,GANs,Advanced
Amir Wright 2622,BigQuery Advanced,Advanced
Amir Wright 2622,DBT (Intro),Intermediate
Olivia Lopez 2623,PyTorch for Finance,Intermediate
Olivia Lopez 2623,Scala for Finance,Expert
Olivia Lopez 2623,Snowflake Advanced,Intermediate
Olivia Lopez 2623,Python Advanced,Beginner
Quinn King 2624,Data Visualization for Healthcare,Intermediate
Quinn King 2624,Python (Intro),Intermediate
Quinn King 2624,Probability,Intermediate
Quinn King 2624,Scikit-Learn - Best Practices,Beginner
Harper Clark 2625,Statistics for Finance,Beginner
Harper Clark 2625,MLOps,Beginner
Harper Clark 2625,Kubernetes for Finance,Advanced
Harper Clark 2625,Data Visualization for Healthcare,Advanced
Harper Clark 2625,CI/CD,Intermediate
Sam Scott 2626,Kubernetes for Finance,Expert
Sam Scott 2626,CI/CD for Healthcare,Intermediate
Sam Scott 2626,Computer Vision Fundamentals,Beginner
Sam Scott 2626,Python (Intro),Expert
Sam Scott 2626,PowerBI (Intro),Intermediate
Alex Hall 2627,Reinforcement Learning Advanced,Expert
Alex Hall 2627,Python - Best Practices,Expert
Alex Hall 2627,Java for Finance,Intermediate
Alex Hall 2627,GCP for Healthcare,Beginner
Alex Hall 2627,Docker - Best Practices,Advanced
Alex Hall 2627,ETL (Intro),Advanced
Luca Patel 2628,Linux Advanced,Intermediate
Luca Patel 2628,Probability Advanced,Advanced
Luca Patel 2628,Apache Spark for Healthcare,Advanced
Luca Patel 2628,Microservices Advanced,Advanced
Luca Patel 2628,GANs (Intro),Advanced
Quinn Patel 2629,BigQuery for Finance,Advanced
Quinn Patel 2629,Kubernetes (Intro),Expert
Quinn Patel 2629,Java (Intro),Expert
Quinn Patel 2629,Redshift Advanced,Advanced
Quinn Patel 2629,Computer Vision (Practical),Beginner
Quinn Patel 2629,TensorFlow (Intro),Intermediate
Quinn Patel 2629,MLOps Advanced,Beginner
Anu Scott 2630,React for Finance,Expert
Anu Scott 2630,Probability (Practical),Beginner
Anu Scott 2630,Java for Healthcare,Beginner
Olivia Smith 2631,Linux for Finance,Beginner
Olivia Smith 2631,Scikit-Learn,Expert
Olivia Smith 2631,GCP for Finance,Intermediate
Olivia Smith 2631,NumPy Fundamentals,Beginner
Olivia Smith 2631,AWS (Practical),Intermediate
Olivia Smith 2631,Machine Learning for Finance,Advanced
Dylan Walker 2632,Statistics (Intro),Advanced
Dylan Walker 2632,Hadoop - Best Practices,Expert
Dylan Walker 2632,Probability,Expert
Dylan Walker 2632,Kubernetes for Finance,Advanced
Dylan Walker 2632,Probability Fundamentals,Expert
Wei Taylor 2633,Cloud Computing - Best Practices,Intermediate
Wei Taylor 2633,Python (Intro),Advanced
Wei Taylor 2633,PyTorch for Healthcare,Advanced
Wei Taylor 2633,Statistics (Intro),Beginner
Wei Taylor 2633,NumPy for Healthcare,Intermediate
Wei Taylor 2633,GCP Advanced,Beginner
Isabella Moore 2634,Scala,Advanced
Isabella Moore 2634,TensorFlow Fundamentals,Advanced
Isabella Moore 2634,Hadoop Fundamentals,Expert
Isabella Moore 2634,Node.js,Advanced
Isabella Moore 2634,Python for Finance,Advanced
Isabella Moore 2634,CI/CD (Practical),Beginner
Isabella Moore 2634,Go for Finance,Advanced
Sofia Kumar 2635,Redshift for Healthcare,Advanced
Sofia Kumar 2635,Snowflake (Practical),Intermediate
Sofia Kumar 2635,JavaScript for Healthcare,Expert
Sofia Kumar 2635,NumPy Advanced,Beginner
Sofia Kumar 2635,Python - Best Practices,Advanced
Li Moore 2636,Tableau for Finance,Expert
Li Moore 2636,MLOps for Finance,Advanced
Li Moore 2636,DBT for Healthcare,Advanced
Li Moore 2636,TensorFlow (Practical),Beginner
Li Moore 2636,Time Series Advanced,Advanced
Li Moore 2636,Linux Fundamentals,Beginner
Jordan Allen 2637,Node.js,Advanced
Jordan Allen 2637,Airflow,Beginner
Jordan Allen 2637,MLOps (Intro),Advanced
Jordan Allen 2637,JavaScript Fundamentals,Expert
Jamie Lewis 2638,Linux (Practical),Advanced
Jamie Lewis 2638,Reinforcement Learning for Finance,Beginner
Jamie Lewis 2638,Tableau (Intro),Beginner
Jamie Lewis 2638,Kubernetes Advanced,Advanced
Jamie Lewis 2638,GCP (Practical),Beginner
Jamie Lewis 2638,Scala Fundamentals,Expert
Morgan Young 2639,Microservices - Best Practices,Beginner
Morgan Young 2639,Kubernetes,Beginner
Morgan Young 2639,Computer Vision for Healthcare,Advanced
Morgan Young 2639,Machine Learning (Intro),Expert
Morgan Young 2639,Deep Learning (Intro),Beginner
Morgan Young 2639,SQL (Intro),Beginner
Jordan Garcia 2640,Data Visualization,Intermediate
Jordan Garcia 2640,Java (Intro),Intermediate
Jordan Garcia 2640,Reinforcement Learning for Healthcare,Advanced
Jordan Garcia 2640,Linux (Practical),Beginner
Reese Johnson 2641,C++ (Intro),Expert
Reese Johnson 2641,Microservices Fundamentals,Advanced
Reese Johnson 2641,NumPy (Intro),Expert
Reese Johnson 2641,Scala for Finance,Advanced
Reese Johnson 2641,Scala (Practical),Intermediate
Reese Johnson 2641,Reinforcement Learning Fundamentals,Intermediate
Reese Johnson 2641,REST APIs for Healthcare,Beginner
Taylor Martinez 2642,Azure for Healthcare,Advanced
Taylor Martinez 2642,PowerBI (Practical),Intermediate
Taylor Martinez 2642,Scala Fundamentals,Expert
Taylor Martinez 2642,Java (Practical),Intermediate
Taylor Martinez 2642,SQL (Practical),Advanced
Morgan Wang 2643,NumPy Fundamentals,Expert
Morgan Wang 2643,MLOps for Finance,Beginner
Morgan Wang 2643,PyTorch Fundamentals,Advanced
Morgan Wang 2643,SQL,Intermediate
Roshni Thomas 2644,JavaScript - Best Practices,Expert
Roshni Thomas 2644,Docker (Practical),Intermediate
Roshni Thomas 2644,Scikit-Learn - Best Practices,Advanced
Roshni Thomas 2644,SQL - Best Practices,Expert
Roshni Thomas 2644,Redshift (Practical),Advanced
Roshni Thomas 2644,Node.js for Finance,Advanced
Wei Johnson 2645,C++ Advanced,Expert
Wei Johnson 2645,Probability (Practical),Advanced
Wei Johnson 2645,SQL - Best Practices,Expert
Wei Johnson 2645,Apache Spark,Advanced
Wei Johnson 2645,Apache Spark Fundamentals,Intermediate
Wei Johnson 2645,JavaScript for Healthcare,Intermediate
Mason Garcia 2646,Pandas Fundamentals,Beginner
Mason Garcia 2646,Time Series Advanced,Advanced
Mason Garcia 2646,Redshift,Beginner
Mason Garcia 2646,Snowflake (Intro),Advanced
Mason Garcia 2646,Scikit-Learn Advanced,Advanced
Mason Garcia 2646,Tableau,Advanced
Mason Garcia 2646,Data Visualization - Best Practices,Expert
Yuki Kumar 2647,Spark Streaming,Intermediate
Yuki Kumar 2647,Probability Fundamentals,Advanced
Yuki Kumar 2647,Spark Streaming Fundamentals,Beginner
Yuki Kumar 2647,GCP (Practical),Advanced
Yuki Kumar 2647,Tableau Fundamentals,Intermediate
Wei Jackson 2648,PowerBI for Finance,Intermediate
Wei Jackson 2648,Hadoop - Best Practices,Beginner
Wei Jackson 2648,Reinforcement Learning (Intro),Advanced
Casey Martinez 2649,C++ - Best Practices,Advanced
Casey Martinez 2649,Pandas for Healthcare,Advanced
Casey Martinez 2649,NLP for Healthcare,Intermediate
Casey Martinez 2649,Node.js,Beginner
Casey Martinez 2649,Apache Spark,Beginner
Dylan Nguyen 2650,Tableau (Practical),Expert
Dylan Nguyen 2650,C++ for Healthcare,Intermediate
Dylan Nguyen 2650,Apache Spark,Expert
Dylan Nguyen 2650,C++ Fundamentals,Advanced
Dylan Nguyen 2650,Deep Learning,Intermediate
Dylan Nguyen 2650,Kafka Advanced,Expert
Isabella Lopez 2651,ETL Fundamentals,Beginner
Isabella Lopez 2651,Pandas - Best Practices,Intermediate
Isabella Lopez 2651,Time Series - Best Practices,Advanced
Isabella Lopez 2651,MLOps Advanced,Intermediate
Isabella Lopez 2651,NumPy Fundamentals,Intermediate
Isabella Lopez 2651,Tableau Advanced,Intermediate
Isabella Lopez 2651,PyTorch for Finance,Advanced
Nina Smith 2652,Cloud Computing - Best Practices,Beginner
Nina Smith 2652,NLP for Healthcare,Advanced
Nina Smith 2652,Python - Best Practices,Expert
Nina Smith 2652,Probability for Healthcare,Beginner
Nina Smith 2652,Microservices for Healthcare,Beginner
Jordan Kumar 2653,Java Advanced,Beginner
Jordan Kumar 2653,Pandas,Beginner
Jordan Kumar 2653,Node.js for Healthcare,Beginner
Jordan Kumar 2653,SQL Advanced,Advanced
Jordan Kumar 2653,Azure (Intro),Beginner
Jordan Kumar 2653,SQL Fundamentals,Intermediate
Mateo Jackson 2654,REST APIs - Best Practices,Advanced
Mateo Jackson 2654,React for Finance,Expert
Mateo Jackson 2654,C++ Advanced,Beginner
Mateo Jackson 2654,JavaScript,Intermediate
Mateo Jackson 2654,C++ (Intro),Intermediate
Fatima Hall 2655,C++ (Intro),Beginner
Fatima Hall 2655,BigQuery (Intro),Beginner
Fatima Hall 2655,Tableau - Best Practices,Advanced
Fatima Hall 2655,C++ (Practical),Advanced
Fatima Hall 2655,Probability (Practical),Intermediate
Alex Scott 2656,Reinforcement Learning for Finance,Intermediate
Alex Scott 2656,Probability Advanced,Expert
Alex Scott 2656,React (Practical),Beginner
Alex Scott 2656,AWS,Intermediate
Alex Scott 2656,Go - Best Practices,Expert
Alex Scott 2656,REST APIs for Finance,Beginner
Isabella Lee 2657,Deep Learning (Practical),Expert
Isabella Lee 2657,Kubernetes,Expert
Isabella Lee 2657,Scikit-Learn Fundamentals,Expert
Isabella Lee 2657,Pandas,Beginner
Olivia Taylor 2658,JavaScript (Practical),Intermediate
Olivia Taylor 2658,CI/CD - Best Practices,Beginner
Olivia Taylor 2658,Time Series (Intro),Beginner
Olivia Taylor 2658,Hadoop,Beginner
Olivia Taylor 2658,Redshift,Beginner
Fatima Wright 2659,Computer Vision (Intro),Beginner
Fatima Wright 2659,MLOps for Finance,Beginner
Fatima Wright 2659,Pandas Advanced,Intermediate
Fatima Wright 2659,Tableau for Finance,Advanced
Fatima Wright 2659,Linux for Finance,Beginner
Fatima Wright 2659,DBT (Practical),Intermediate
Fatima Wright 2659,PowerBI - Best Practices,Advanced
Parker Green 2660,NumPy for Healthcare,Expert
Parker Green 2660,Apache Spark for Healthcare,Expert
Parker Green 2660,Data Visualization Fundamentals,Intermediate
Parker Green 2660,Kubernetes,Expert
